"unique_plant_ID","species","functional_group","date_measurement","date_planting","collector","survival","height_vegetative_str","height_reproductive_str","height_vegetative","height_reproductive","vegetative_width","height_nathan","stem_diameter","leaf_length1","leaf_length2","leaf_length3","leaf_width","petiole_length","number_leaves","number_tillers","number_branches","number_leafclusters","number_flowers","mean_inflorescence_size","herbivory"
"CHE.lo.ambi.bare.wf.07.14.2","cenjac","forb",2021-08-16,2021-06-22,"PS","1",156,NA,NA,NA,NA,NA,NA,147,138,159,NA,NA,26,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.15.2","hypper","forb",2021-08-16,2021-06-22,"PS","1",166,NA,NA,NA,NA,NA,NA,22,23,22,NA,NA,404,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.16.2","brapin","graminoid",2021-08-16,2021-06-22,"PS","1",160,NA,NA,NA,NA,NA,NA,64,57,98,NA,NA,28,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.bare.wf.07.17.2","plamed","forb",2021-08-16,2021-06-22,"PS","1",97,61,NA,NA,NA,NA,NA,59,56,62,NA,NA,13,NA,NA,NA,2,NA,"0"
"CHE.lo.ambi.bare.wf.07.18.2","hypper","forb",2021-08-16,2021-06-22,"PS","1",152,NA,NA,NA,NA,NA,NA,27,19,25,NA,NA,584,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.19.2","salpra","forb",2021-08-16,2021-06-22,"PS","1",109,NA,NA,NA,NA,NA,NA,109,107,90,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.20.2","silvul","forb",2021-08-16,2021-06-22,"PS","1",117,160,NA,NA,NA,NA,NA,31,35,34,NA,NA,164,NA,NA,NA,36,NA,"0"
"CHE.lo.ambi.bare.wf.07.21.1","medlup","legume",2021-08-16,2021-06-16,"PS","1",186,189,NA,NA,NA,NA,NA,13,16,12,NA,NA,109,NA,NA,NA,57,NA,"0"
"CHE.lo.ambi.bare.wf.07.22.3","silvul","forb",NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.07.23.4","scacol","forb",2021-08-16,2021-06-28,"PS","1",42,NA,NA,NA,NA,NA,NA,42,42,41,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.24.3","scacol","forb",2021-08-16,2021-06-24,"PS","1",70,NA,NA,NA,NA,NA,NA,69,65,64,NA,NA,18,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.25.2","cenjac","forb",2021-08-16,2021-06-22,"PS","1",203,NA,NA,NA,NA,NA,NA,187,190,177,NA,NA,26,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.26.2","salpra","forb",2021-08-16,2021-06-22,"PS","1",82,NA,NA,NA,NA,NA,NA,82,82,81,NA,NA,16,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.27.2","medlup","legume",2021-08-16,2021-06-22,"PS","1",31,NA,NA,NA,NA,NA,NA,9,10,9,NA,NA,26,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.28.2","salpra","forb",2021-08-16,2021-06-22,"PS","1",100,NA,NA,NA,NA,NA,NA,95,81,92,NA,NA,18,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.07.29.2","plamed","forb",2021-08-16,2021-06-22,"PS","1",73,258,NA,NA,NA,NA,NA,67,66,70,NA,NA,13,NA,NA,NA,3,23,"0"
"CHE.lo.ambi.bare.wf.07.30.2","cenjac","forb",2021-08-16,2021-06-22,"PS","1",199,NA,NA,NA,NA,NA,NA,186,160,139,NA,NA,24,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.01.2","brapin","graminoid",2021-08-16,2021-06-22,"PS","1",140,NA,NA,NA,NA,NA,NA,66,70,89,NA,NA,19,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.02.2","daucar","forb",2021-08-16,2021-06-22,"PS","1",165,NA,NA,NA,NA,NA,NA,136,127,120,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.03.2","broere","graminoid",2021-08-16,2021-06-22,"PS","1",240,NA,NA,NA,NA,NA,NA,208,88,73,NA,NA,36,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.04.2","broere","graminoid",2021-08-16,2021-06-22,"PS","1",127,NA,NA,NA,NA,NA,NA,108,91,69,NA,NA,17,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.05.2","hypper","forb",2021-08-16,2021-06-22,"PS","1",102,NA,NA,NA,NA,NA,NA,20,18,17,NA,NA,146,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.06.3","scacol","forb",2021-08-16,2021-06-24,"PS","1",95,NA,NA,NA,NA,NA,NA,95,84,90,NA,NA,13,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.07.2","broere","graminoid",2021-08-16,2021-06-22,"PS","1",184,NA,NA,NA,NA,NA,NA,170,101,92,NA,NA,28,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.08.2","brapin","graminoid",2021-08-16,2021-06-22,"PS","1",114,NA,NA,NA,NA,NA,NA,79,70,53,NA,NA,22,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.09.2","medlup","legume",2021-08-16,2021-06-22,"PS","1",29,NA,NA,NA,NA,NA,NA,11,9,10,NA,NA,46,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.10.2","plamed","forb",2021-08-16,2021-06-22,"PS","1",45,NA,NA,NA,NA,NA,NA,47,46,41,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.11.2","silvul","forb",2021-08-16,2021-06-22,"PS","1",116,193,NA,NA,NA,NA,NA,42,40,43,NA,NA,232,NA,NA,NA,33,NA,"0"
"CHE.lo.ambi.bare.wf.06.12.2","daucar","forb",2021-08-16,2021-06-22,"PS","1",156,NA,NA,NA,NA,NA,NA,153,162,134,NA,NA,8,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.13.2","daucar","forb",2021-08-16,2021-06-22,"PS","1",191,NA,NA,NA,NA,NA,NA,182,185,161,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.14.2","cenjac","forb",2021-08-16,2021-06-22,"PS","1",229,205,NA,NA,NA,NA,NA,140,150,138,NA,NA,52,NA,NA,NA,1,NA,"0"
"CHE.lo.ambi.bare.wf.06.15.2","hypper","forb",2021-08-16,2021-06-22,"PS","1",116,NA,NA,NA,NA,NA,NA,18,21,21,NA,NA,448,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.16.2","brapin","graminoid",2021-08-16,2021-06-22,"PS","1",250,NA,NA,NA,NA,NA,NA,168,91,77,NA,NA,31,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.17.1","plamed","forb",2021-08-16,2021-06-16,"PS","1",64,NA,NA,NA,NA,NA,NA,67,67,69,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.18.2","hypper","forb",2021-08-16,2021-06-22,"PS","1",165,NA,NA,NA,NA,NA,NA,23,23,19,NA,NA,195,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.19.2","salpra","forb",2021-08-16,2021-06-22,"PS","1",78,NA,NA,NA,NA,NA,NA,80,64,76,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.20.2","silvul","forb",2021-08-16,2021-06-22,"PS","1",147,176,NA,NA,NA,NA,NA,40,41,38,NA,NA,244,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.21.1","medlup","legume",2021-08-16,2021-06-16,"PS","1",142,144,NA,NA,NA,NA,NA,14,13,13,NA,NA,75,NA,NA,NA,22,NA,"0"
"CHE.lo.ambi.bare.wf.06.22.2","silvul","forb",2021-08-16,2021-06-22,"PS","1",216,214,NA,NA,NA,NA,NA,60,58,56,NA,NA,292,NA,NA,NA,18,NA,"0"
"CHE.lo.ambi.bare.wf.06.23.3","scacol","forb",2021-08-16,2021-06-24,"PS","1",80,NA,NA,NA,NA,NA,NA,76,71,72,NA,NA,34,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.24.3","scacol","forb",2021-08-16,2021-06-24,"PS","1",75,NA,NA,NA,NA,NA,NA,63,46,43,NA,NA,39,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.25.2","cenjac","forb",2021-08-16,2021-06-22,"PS","1",139,NA,NA,NA,NA,NA,NA,130,102,114,NA,NA,20,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.26.2","salpra","forb",2021-08-16,2021-06-22,"PS","1",66,NA,NA,NA,NA,NA,NA,67,60,59,NA,NA,15,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.27.2","medlup","legume",2021-08-16,2021-06-22,"PS","1",104,107,NA,NA,NA,NA,NA,10,12,10,NA,NA,88,NA,NA,NA,38,NA,"0"
"CHE.lo.ambi.bare.wf.06.28.1","salpra","forb",2021-08-16,2021-06-16,"PS","1",74,NA,NA,NA,NA,NA,NA,74,63,69,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.29.2","plamed","forb",2021-08-16,2021-06-22,"PS","1",58,NA,NA,NA,NA,NA,NA,58,54,53,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.06.30.2","cenjac","forb",2021-08-16,2021-06-22,"PS","1",125,NA,NA,NA,NA,NA,NA,116,107,116,NA,NA,15,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.01.2","brapin","graminoid",2021-08-16,2021-06-21,"CB","1",152,NA,NA,NA,NA,NA,NA,110,74,72,NA,NA,31,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.02.2","daucar","forb",2021-08-16,2021-06-21,"CB","1",190,NA,NA,NA,NA,NA,NA,185,174,172,NA,NA,9,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.03.3","broere","graminoid",NA,2021-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.05.04.2","broere","graminoid",2021-08-16,2021-06-21,"CB","1",212,NA,NA,NA,NA,NA,NA,131,115,112,NA,NA,34,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.05.2","hypper","forb",2021-08-16,2021-06-21,"CB","1",192,NA,NA,NA,NA,NA,NA,28,27,30,NA,NA,650,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.06.3","scacol","forb",2021-08-16,2021-06-24,"CB","1",96,NA,NA,NA,NA,NA,NA,95,95,96,NA,NA,19,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.07.2","broere","graminoid",2021-08-16,2021-06-21,"CB","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.05.08.3","brapin","graminoid",2021-08-16,2021-06-28,"CB","1",107,NA,NA,NA,NA,NA,NA,85,82,80,NA,NA,51,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.09.2","medlup","legume",2021-08-16,2021-06-21,"CB","1",121,NA,NA,NA,NA,NA,NA,22,21,21,NA,NA,148,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.10.1","plamed","forb",2021-08-16,2021-06-16,"CB","1",60,NA,NA,NA,NA,NA,NA,54,55,59,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.11.3","silvul","forb",2021-08-16,2021-06-24,"CB","1",193,NA,NA,NA,NA,NA,NA,64,58,59,NA,NA,368,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.12.2","daucar","forb",2021-08-16,2021-06-21,"CB","1",153,NA,NA,NA,NA,NA,NA,142,149,128,NA,NA,15,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.13.2","daucar","forb",2021-08-16,2021-06-21,"CB","1",211,NA,NA,NA,NA,NA,NA,195,193,190,NA,NA,23,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.14.1","cenjac","forb",2021-08-16,2021-06-16,"CB","1",133,NA,NA,NA,NA,NA,NA,131,133,116,NA,NA,37,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.15.2","hypper","forb",2021-08-16,2021-06-21,"CB","1",145,NA,NA,NA,NA,NA,NA,24,23,23,NA,NA,522,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.16.2","brapin","graminoid",2021-08-16,2021-06-21,"CB","1",102,NA,NA,NA,NA,NA,NA,92,79,78,NA,NA,53,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.17.2","plamed","forb",2021-08-16,2021-06-21,"CB","1",57,83,NA,NA,NA,NA,NA,53,57,54,NA,NA,11,NA,NA,NA,4,17,"0"
"CHE.lo.ambi.bare.wf.05.18.2","hypper","forb",2021-08-16,2021-06-21,"CB","1",175,NA,NA,NA,NA,NA,NA,27,26,23,NA,NA,890,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.19.2","salpra","forb",2021-08-16,2021-06-21,"CB","1",109,NA,NA,NA,NA,NA,NA,102,92,86,NA,NA,20,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.20.1","silvul","forb",2021-08-16,2021-06-16,"CB","1",220,426,NA,NA,NA,NA,NA,59,51,65,NA,NA,688,NA,NA,NA,80,NA,"0"
"CHE.lo.ambi.bare.wf.05.21.2","medlup","legume",2021-08-16,2021-06-21,"CB","1",65,NA,NA,NA,NA,NA,NA,17,13,15,NA,NA,68,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.22.2","silvul","forb",2021-08-16,2021-06-21,"CB","1",86,NA,NA,NA,NA,NA,NA,50,40,45,NA,NA,66,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.23.2","scacol","forb",2021-08-16,2021-06-21,"CB","1",68,NA,NA,NA,NA,NA,NA,68,64,60,NA,NA,14,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.24.3","scacol","forb",2021-08-16,2021-06-28,"CB","1",62,NA,NA,NA,NA,NA,NA,61,59,46,NA,NA,20,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.25.2","cenjac","forb",2021-08-16,2021-06-21,"CB","1",410,380,NA,NA,NA,NA,NA,180,173,175,NA,NA,96,NA,NA,NA,1,NA,"0"
"CHE.lo.ambi.bare.wf.05.26.2","salpra","forb",2021-08-16,2021-06-21,"CB","1",124,NA,NA,NA,NA,NA,NA,119,115,108,NA,NA,24,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.27.2","medlup","legume",2021-08-16,2021-06-21,"CB","1",277,284,NA,NA,NA,NA,NA,17,17,17,NA,NA,232,NA,NA,NA,54,NA,"0"
"CHE.lo.ambi.bare.wf.05.28.2","salpra","forb",2021-08-16,2021-06-21,"CB","1",112,NA,NA,NA,NA,NA,NA,106,107,99,NA,NA,16,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.29.1","plamed","forb",2021-08-16,2021-06-16,"CB","1",54,NA,NA,NA,NA,NA,NA,53,53,47,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.05.30.1","cenjac","forb",2021-08-16,2021-06-16,"CB","1",138,NA,NA,NA,NA,NA,NA,134,133,125,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.01.2","brapin","graminoid",2021-08-16,2021-06-22,"CB","1",207,NA,NA,NA,NA,NA,NA,83,126,124,NA,NA,16,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.02.2","daucar","forb",2021-08-16,2021-06-22,"CB","1",217,NA,NA,NA,NA,NA,NA,192,213,180,NA,NA,15,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.03.2","broere","graminoid",2021-08-16,2021-06-22,"CB","1",235,NA,NA,NA,NA,NA,NA,207,141,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.04.3","broere","graminoid",2021-08-16,2021-06-28,"CB","1",199,NA,NA,NA,NA,NA,NA,154,106,182,NA,NA,68,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.05.2","hypper","forb",2021-08-16,2021-06-22,"CB","1",155,NA,NA,NA,NA,NA,NA,24,24,22,NA,NA,416,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.06.1","scacol","forb",2021-08-16,2021-06-16,"CB","1",65,NA,NA,NA,NA,NA,NA,54,50,56,NA,NA,51,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.07.2","broere","graminoid",2021-08-16,2021-06-22,"CB","1",154,NA,NA,NA,NA,NA,NA,127,100,72,NA,NA,48,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.bare.wf.08.08.2","brapin","graminoid",2021-08-16,2021-06-22,"CB","1",114,NA,NA,NA,NA,NA,NA,55,62,54,NA,NA,23,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.09.2","medlup","legume",2021-08-16,2021-06-22,"CB","1",195,197,NA,NA,NA,NA,NA,21,21,21,NA,NA,117,NA,NA,NA,21,NA,"0"
"CHE.lo.ambi.bare.wf.08.10.2","plamed","forb",2021-08-16,2021-06-22,"CB","1",52,147,NA,NA,NA,NA,NA,51,49,50,NA,NA,12,NA,NA,NA,4,15,"0"
"CHE.lo.ambi.bare.wf.08.11.1","silvul","forb",2021-08-16,2021-06-16,"CB","1",228,447,NA,NA,NA,NA,NA,47,48,46,NA,NA,670,NA,NA,NA,185,NA,"0"
"CHE.lo.ambi.bare.wf.08.12.1","daucar","forb",2021-08-16,2021-06-16,"CB","1",214,NA,NA,NA,NA,NA,NA,182,206,205,NA,NA,13,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.13.2","daucar","forb",2021-08-16,2021-06-22,"CB","1",217,NA,NA,NA,NA,NA,NA,211,195,210,NA,NA,16,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.14.1","cenjac","forb",2021-08-16,2021-06-16,"CB","1",199,NA,NA,NA,NA,NA,NA,198,191,191,NA,NA,25,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.15.2","hypper","forb",2021-08-16,2021-06-22,"CB","1",154,NA,NA,NA,NA,NA,NA,26,26,27,NA,NA,428,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.16.2","brapin","graminoid",NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.08.17.1","plamed","forb",2021-08-16,2021-06-16,"CB","1",70,NA,NA,NA,NA,NA,NA,63,67,68,NA,NA,19,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.18.1","hypper","forb",2021-08-16,2021-06-16,"CB","1",143,NA,NA,NA,NA,NA,NA,27,28,27,NA,NA,292,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.19.1","salpra","forb",2021-08-16,2021-06-16,"CB","1",148,NA,NA,NA,NA,NA,NA,148,120,120,NA,NA,34,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.20.2","silvul","forb",2021-08-16,2021-06-22,"CB","1",240,351,NA,NA,NA,NA,NA,35,35,35,NA,NA,236,NA,NA,NA,79,NA,"0"
"CHE.lo.ambi.bare.wf.08.21.2","medlup","legume",2021-08-16,2021-06-22,"CB","1",35,NA,NA,NA,NA,NA,NA,10,11,8,NA,NA,46,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.22.1","silvul","forb",2021-08-16,2021-06-16,"CB","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.08.23.3","scacol","forb",2021-08-16,2021-06-24,"CB","1",62,NA,NA,NA,NA,NA,NA,47,43,46,NA,NA,30,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.24.3","scacol","forb",2021-08-16,2021-06-24,"CB","1",96,NA,NA,NA,NA,NA,NA,85,81,80,NA,NA,18,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.25.2","cenjac","forb",2021-08-16,2021-06-22,"CB","1",441,394,NA,NA,NA,NA,NA,161,147,145,NA,NA,55,NA,NA,NA,7,NA,"0"
"CHE.lo.ambi.bare.wf.08.26.1","salpra","forb",2021-08-16,2021-06-16,"CB","1",49,NA,NA,NA,NA,NA,NA,48,42,38,NA,NA,10,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.27.2","medlup","legume",2021-08-16,2021-06-22,"CB","1",63,54,NA,NA,NA,NA,NA,18,17,16,NA,NA,316,NA,NA,NA,9,NA,"0"
"CHE.lo.ambi.bare.wf.08.28.1","salpra","forb",2021-08-16,2021-06-16,"CB","1",110,NA,NA,NA,NA,NA,NA,110,97,92,NA,NA,18,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.08.29.2","plamed","forb",2021-08-16,2021-06-22,"CB","1",62,221,NA,NA,NA,NA,NA,62,51,57,NA,NA,11,NA,NA,NA,3,21,"0"
"CHE.lo.ambi.bare.wf.08.30.2","cenjac","forb",2021-08-16,2021-06-22,"CB","1",120,NA,NA,NA,NA,NA,NA,105,105,120,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.01.2","brapin","graminoid",2021-08-16,2021-06-22,"CB","1",139,NA,NA,NA,NA,NA,NA,67,51,57,NA,NA,40,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.02.2","daucar","forb",2021-08-16,2021-06-22,"CB","1",186,NA,NA,NA,NA,NA,NA,179,145,146,NA,NA,15,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.03.2","broere","graminoid",2021-08-16,2021-06-22,"CB","1",201,NA,NA,NA,NA,NA,NA,181,174,NA,NA,NA,2,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.04.2","broere","graminoid",2021-08-16,2021-06-22,"CB","1",252,170,NA,NA,NA,NA,NA,199,167,136,NA,NA,57,NA,NA,NA,5,NA,"0"
"CHE.lo.ambi.bare.wf.04.05.2","hypper","forb",2021-08-16,2021-06-22,"CB","1",155,NA,NA,NA,NA,NA,NA,21,18,18,NA,NA,504,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.06.2","scacol","forb",2021-08-16,2021-06-22,"CB","1",75,NA,NA,NA,NA,NA,NA,72,66,67,NA,NA,16,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.07.2","broere","graminoid",2021-08-16,2021-06-22,"CB","1",124,NA,NA,NA,NA,NA,NA,106,90,95,NA,NA,48,NA,NA,NA,NA,NA,"1"
"CHE.lo.ambi.bare.wf.04.08.3","brapin","graminoid",NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.04.09.1","medlup","legume",2021-08-16,2021-06-16,"CB","1",98,103,NA,NA,NA,NA,NA,15,15,16,NA,NA,90,NA,NA,NA,7,NA,"0"
"CHE.lo.ambi.bare.wf.04.10.2","plamed","forb",2021-08-16,2021-06-22,"CB","1",75,152,NA,NA,NA,NA,NA,75,72,74,NA,NA,13,NA,NA,NA,3,20,"0"
"CHE.lo.ambi.bare.wf.04.11.2","silvul","forb",2021-08-16,2021-06-22,"CB","1",141,246,NA,NA,NA,NA,NA,48,41,46,NA,NA,312,NA,NA,NA,65,NA,"0"
"CHE.lo.ambi.bare.wf.04.12.2","daucar","forb",2021-08-16,2021-06-22,"CB","1",165,NA,NA,NA,NA,NA,NA,128,157,149,NA,NA,12,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.13.2","daucar","forb",2021-08-16,2021-06-22,"CB","1",175,NA,NA,NA,NA,NA,NA,162,160,162,NA,NA,26,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.14.2","cenjac","forb",2021-08-16,2021-06-22,"CB","1",182,NA,NA,NA,NA,NA,NA,182,173,166,NA,NA,38,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.15.2","hypper","forb",2021-08-16,2021-06-22,"CB","1",122,NA,NA,NA,NA,NA,NA,182,173,166,NA,NA,38,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.16.3","brapin","graminoid",NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHE.lo.ambi.bare.wf.04.17.1","plamed","forb",2021-08-16,2021-06-16,"CB","1",79,NA,NA,NA,NA,NA,NA,79,75,69,NA,NA,11,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.18.1","hypper","forb",2021-08-16,2021-06-16,"CB","1",112,NA,NA,NA,NA,NA,NA,22,22,10,NA,NA,504,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.19.1","salpra","forb",2021-08-16,2021-06-16,"CB","1",86,NA,NA,NA,NA,NA,NA,84,81,80,NA,NA,18,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.20.2","silvul","forb",2021-08-16,2021-06-22,"CB","1",104,137,NA,NA,NA,NA,NA,50,52,45,NA,NA,168,NA,NA,NA,14,NA,"1"
"CHE.lo.ambi.bare.wf.04.21.2","medlup","legume",2021-08-16,2021-06-28,"CB","1",65,54,NA,NA,NA,NA,NA,12,14,14,NA,NA,80,NA,NA,NA,6,NA,"0"
"CHE.lo.ambi.bare.wf.04.22.1","silvul","forb",2021-08-16,2021-06-16,"CB","1",227,479,NA,NA,NA,NA,NA,50,55,49,NA,NA,656,NA,NA,NA,78,NA,"0"
"CHE.lo.ambi.bare.wf.04.23.2","scacol","forb",2021-08-16,2021-06-24,"CB","1",85,NA,NA,NA,NA,NA,NA,85,84,75,NA,NA,58,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.24.1","scacol","forb",2021-08-16,2021-06-16,"CB","1",104,NA,NA,NA,NA,NA,NA,100,104,92,NA,NA,17,NA,NA,NA,NA,NA,"0"
"CHE.lo.ambi.bare.wf.04.25.2","cenjac","forb",2021-08-16,2021-06-22,"CB","1",487,477,NA,NA,NA,NA,NA,160,154,131,NA,NA,90,NA,NA,NA,3,NA,"0"
"CHE.lo.ambi.bare.wf.04.26.1","salpra","forb",2021-08-16,2021-06-16,"CB","1",77,NA,NA,NA,NA,NA,NA,66,77,65,NA,NA,13,NA,NA,NA,NA,NA,"0"
